Company,ISIN,Country,Publication date,Claim full compliance,Name of Auditor,Report link,SASB industry (SICS® Industries)
Ariston Holding,NL0015000N33,Netherlands,2025-04-09,TRUE,EY,https://www.aristongroup.com/content/dam/aristoninvestors/documents/reports/Ariston%20Group_FY_Annual%20Report%202024%20-%20WEB.pdf,Appliance Manufacturing
Asklepios Kliniken,DE000A0ETLQ3,Germany,2025-04-30,TRUE,KPMG,https://www.asklepios.com/dam/jcr:b88b535a-3aaf-4c77-b3ff-39c2b9ed5188/ASK_Annual%20Report%202024.pdf,Health Care Distributors
Atea,NO0004822503,Norway,2025-03-20,TRUE,Deloitte,https://www.atea.com/media/quubhnul/atea-annual-report-2024.pdf?v=638785884330000000,Software & IT Services
Autostrade per l'Italia,n.a.,Italy,2025-04-17,TRUE,KPMG,https://www.autostrade.it/documents/10279/49045784/Integrated_Annual_Report_2024.pdf,Engineering & Construction Services
Avinor,n.a.,Norway,2025-04-24,TRUE,EY,https://avinor.no/globalassets/_konsern/om-oss/rapporter/avinor_annual-and-sustainability-report_2024.pdf,Professional & Commercial Services
Banca Generali,IT0001031084,Italy,2025-03-06,TRUE,KPMG,https://bilancio-annuale.com/pdf/eng/BGRAI2024ENG.pdf,Commercial Banks
Bank of Cyprus Holdings,IE00BD5B1Y92,Cyprus,2025-03-27,TRUE,PwC,https://www.bankofcyprus.com/globalassets/group/investor-relations/annual-reports/english/20250327-boch-group-afr-2024_final.pdf,Commercial Banks
Basic-Fit,NL0011872650,Netherlands,2025-03-12,TRUE,EY,https://corporate.basic-fit.com/docs/Basic-Fit%20Annual_Report_2024_Webversion.pdf?a=6YiUByKgbZ06bBQ3VnLkRj,Leisure Facilities
BE Semiconductor Industries,NL0012866412,Netherlands,2025-02-20,TRUE,EY,https://view.publitas.com/60602/2176259/pdfs/601f69d5-1ced-4d7c-9f11-e2ac9401e54e.pdf?response-content-disposition=attachment%3B+filename%2A%3DUTF-8%27%27cfreport%2520-%2520besi-annual-report-2024.pdf,Semiconductors
Bekaert,BE0974258874,Belgium,2025-03-28,TRUE,EY,https://www.bekaert.com/content/dam/corporate/en/annual-report/2024/en/Bekaert%20Annual%20Report%202024%20Document.pdf,Industrial Machinery & Goods
Belfius Bank (Dexia Banque),n.a.,Belgium,2025-04-03,TRUE,KPMG,https://www.belfius.be/about-us/dam/corporate/investors/ratios-en-rapporten/belfius-reports/en/2024-Annual-Report.pdf,Commercial Banks
BillerudKorsnas,SE0000862997,Sweden,2025-03-27,TRUE,KPMG,https://www.billerud.com/globalassets/cision/documents/2025/20250327-billeruds-annual-and-sustainability-report-2024-en-0-5016394.pdf,Containers & Packaging
bioMerieux,FR0013280286,France,2025-03-21,TRUE,EY,https://www.biomerieux.com/content/dam/biomerieux-com/investor/02---news---reports/URD-biomerieux-2024-EN.pdf.coredownload.pdf,Medical Equipment & Supplies
BNP Paribas Fortis,BE0172505399,Belgium,2025-03-31,TRUE,Deloitte,https://www.bnpparibasfortis.be/public/rsc/documents/investors/annual_report_2024_bnp_paribas_fortis_en.pdf,Commercial Banks
Borregaard,NO0010657505,Norway,2025-03-19,TRUE,EY,https://ml-eu.globenewswire.com/Resource/Download/782ab342-b935-40cb-8198-5d1326c7c0b7,Chemicals
Brunel International,NL0010776944,Netherlands,2025-02-21,TRUE,EY,https://s29.q4cdn.com/775574951/files/doc_financials/2024/ar/Brunel-Annual-Report-2024-pdf.pdf,Professional & Commercial Services
Brunello Cucinelli,IT0004764699,Italy,2025-03-13,TRUE,PwC,https://investor.brunellocucinelli.com/yep-content/media/Consolidated_Financial_Statements_2024_including_Consolidated_Sustainability_Report.pdf,"Apparel, Accessories & Footwear"
Bureau Veritas,FR0006174348,France,2025-02-25,TRUE,EY,https://group.bureauveritas.com/sites/g/files/zypfnx196/files/media/document/Bureau-Veritas_Universal_Registration_Document_2024_16.3_Mo.pdf,Professional & Commercial Services
Cargotec,FI4000571013,Finland,2025-02-12,TRUE,EY,https://www.cargotec.com/49307c/globalassets/files/investors/annual-reports/cargotec-annual-report-2024-en.pdf,Industrial Machinery & Goods
Casino Guichard Perrachon,FR0000125585,France,2025-02-24,TRUE,KPMG,https://www.groupe-casino.fr/wp-content/uploads/2025/04/CASINO_DEU_2024_UK_17042025.pdf,Food Retailers & Distributors
Corbion,NL0010583399,Netherlands,2025-03-21,TRUE,KPMG,https://www.corbion.com/-/media/corbion/files/annual-reports/corbion_annual_report_2024.pdf,Processed Foods
Crayon Group Holding,NO0010808892,Norway,2025-04-11,TRUE,Deloitte,https://www.crayon.com/globalassets/global/investor-relations/reports-and-presentations/2024-presentations/annual-reports/crayon-annual-report-2024.pdf?,Software & IT Services
CTP,NL00150006R6,Netherlands,2025-03-07,TRUE,KPMG,https://ctp.eu/wp-content/uploads/2025/03/CTP-N.V.-AR-2024.pdf,Real Estate
Danfoss,n.a.,Denmark,2025-02-28,TRUE,PwC,https://assets.danfoss.com/documents/latest/467423/AH516931434208en-000201.pdf,Electronic Manufacturing Services & Original Design Manufacturing
Dassault Aviation,FR0014004L86,France,2025-03-18,TRUE,PwC & Forvis Mazars,https://www.dassault-aviation.com/wp-content/blogs.dir/2/files/2025/04/AR_2024_VA_BD.pdf,Aerospace & Defence
De Volksbank,n.a.,Netherlands,2025-03-14,TRUE,EY,https://www.devolksbank.nl/assets/files/Annual-Report-2024.pdf?v=1741951070,Commercial Banks
DekaBank Deutsche Girozentrale,n.a.,Germany,2025-03,TRUE,Deloitte,https://www.deka.de/site/dekade_deka-gruppe_site/get/params_E-908002648/10862161/DekaGroup_Annual_Report_2024_EN.pdf,Commercial Banks
Deutsche Pfandbriefbank,DE0008019001,Germany,2025-03-24,TRUE,Deloitte,https://www.pfandbriefbank.com/fileadmin/user_upload/downloads/investor_relations/reports/Annual_Report_2024_secured_2.pdf,Commercial Banks
Digia,FI0009007983,Finland,2025-03-06,TRUE,EY,https://digia.com/hubfs/Investors/Reports%20and%20presentations/2024/Digia_BoD_report_and_financial_statements_2024_security.pdf,Software & IT Services
DNO,NO0003921009,Norway,2025-04-03,TRUE,EY,https://ml-eu.globenewswire.com/Resource/Download/d1c27997-1f96-4d97-9200-8362ba818b8c,Oil & Gas – Exploration & Production
DOF Subea,NO0012851874,Norway,2025-04-04,TRUE,PwC,https://cdn.prod.website-files.com/629f1b36bee3b058907852a0/67ef84024b10161969f6bf73_DOF%20Integrated%20Report%202024%20V1.00%20WebRes.pdf,Oil & Gas – Services
Draegerwerk,DE0005550636,Germany,2025-03-21,TRUE,KPMG,https://www.draeger.com/Content/Documents/Content/annual-report-2024-YE62MmANJ5.pdf,Medical Equipment & Supplies
D/S Norden,DK0060083210,Denmark,2025-02-06,TRUE,EY,https://cms.norden.com/files/2025-02/NORDEN%20Annual%20Report%202024.pdf,Marine Transportation
Econocom Group,BE0974313455,Belgium,2025-02-27,TRUE,BDO,https://www.econocom.com/ecmedia/fin_report/eco2024_ra_en_ecobook.pdf,Commercial Banks
Edenred,FR0010908533,France,2025-03-25,TRUE,Deloitte & EY,https://www.edenred.com/system/files/documents/2024-2025-en-urd-edenred-mel.pdf,Professional & Commercial Services
Elkem,NO0010816093,Norway,2025-03-25,TRUE,KPMG,https://www.elkem.com/globalassets/corporate/documents/annual-report/elkem-annual-report-2024/,Chemicals
Elopak,NO0011002586,Norway,2025-04-02,TRUE,PwC,https://www.elopak.com/app/uploads/2025/04/Elopak-Annual-report-2024.pdf,Containers & Packaging
Enav,IT0005176406,Italy,2025-03-31,TRUE,EY,https://cdn-web.enav.it//content/2025-04/Annual%20Integrated%20Report%202024_1.pdf?VersionId=79e2f445-5615-44d5-9cba-679b3d222e45,Professional & Commercial Services
Entra,NO0010716418,Norway,2025-03-20,TRUE,Deloitte,https://www.entra.no/investor-relations/reports-and-presentations/2024/Entra%20ASA%20Annual%20report%202024.pdf/_/attachment/inline/72314b14-24ec-43e5-b72b-7063358a4e2f:f714cba3395e73aefbe6293a0456c86122a27590/Entra%20ASA%20Annual%20report%202024.pdf,Real Estate Services
Eramet,FR0000131757,France,2025-02-19,TRUE,KPMG & Grant Thornton,https://www.eramet.com/wp-content/uploads/2025/04/2025-04-23-Eramet-URD-2024-EN.pdf,Metals & Mining
ERG,IT0001157020,Italy,2025-03-27,TRUE,KPMG,https://www.erg.eu/c/document_library/get_file?uuid=b2e3c367-3dbb-f572-d05d-a44e5a89af69&groupId=10181&version=1.0,Electric Utilities & Power Generators
Eurazeo,FR0000121121,France,2025-03-27,TRUE,PwC & Forvis Mazars,https://www.eurazeo.com/sites/default/files/2025-04/URD_2024_Final_16.04.2025.pdf,Asset Management & Custody Activities
Euroapi,FR0014008VX5,France,2025-04-01,TRUE,EY,https://www.euroapi.com/sites/default/files/2025-04/eri_euroapi2024_urd_en_basse-definition_31march_19h28.pdf,Biotechnology & Pharmaceuticals
Euronext,NL0006294274,Netherlands,2025-03-28,TRUE,KPMG,https://www.euronext.com/sites/default/files/financial-event-doc/2025-04/EUR_URD2024_MEL_.pdf,Security & Commodity Exchange
Exor,IT0001353140,Italy,2025-03-26,TRUE,Deloitte,https://www.exor.com/system/files/2025/document-documents/EXOR%202024%20Annual%20Report.pdf,Asset Management & Custody Activities
FBD Holdings,IE0003290289,Ireland,2025-03-07,TRUE,PwC,https://www.fbdgroup.com/media/fbdgroup/files/2024%20FBD%20HOLDINGS%20ANNUAL%20REPORT%202024.pdf,Insurance
FinecoBank,IT0000072170,Italy,2025-02-06,TRUE,KPMG,https://www.annualreports.com/HostedData/AnnualReports/PDF/finecobank-spa_2024.pdf,Commercial Banks
ForFarmers,NL0011832811,Netherlands,2025-02-20,TRUE,KPMG,https://d3bozysj9qkbnw.cloudfront.net/webuploads/Group-ForFarmers/Resultaten_PDF-bestanden/250220_Annual-report-ForFarmers-2024.pdf,Agricultural Products
Forvia,FR0000121147,France,2025-02-28,TRUE,EY & Forvis Mazars,https://www.forvia.com/sites/default/files/2025-03/FORVIA_URD_2024_VA_202503171415%20BD_0.pdf,Auto Parts
F-Secure,FI4000519236,Finland,2025-02-27,TRUE,PwC,https://storage.googleapis.com/inderes-widgets-prod-assets/fsecure/attachments/c5bb7309-905e-488c-ac41-8c51c664843d/f-secure-annual-report-2024.pdf,Software & IT Services
Galapagos,BE0003818359,Belgium,2025-03-27,TRUE,BDO,https://reports.glpg.com/annual-report-2024/en/_assets/downloads/entire-glpg-ar24.pdf,Biotechnology & Pharmaceuticals
Henkel,DE0006048408,Germany,2025-03-11,TRUE,PwC,https://www.henkel.com/resource/blob/2043310/8e58944556950ebb78141bf6a86b58a9/data/2024-sustainability-report.pdf,Household & Personal Products
Recticel,BE0003656676,Belgium,2025-04-30,TRUE,PwC,https://www.recticel.com/sites/default/files/investors/Annual_half_year_reports/2025/RecticelGroup-AnnualReport_2024.pdf,Industrial Machinery & Goods
Melexis,BE0165385973,Belgium,2025-02-05,TRUE,PwC,https://media.melexis.com/-/media/files/documents/investor-relations/reports/annual-reports/en/2024-annual-report-melexis-en.pdf?ts=20250410t1341344477,Semiconductors
SOLVAY,BE0003470755,Belgium,2025-04-03,TRUE,EY,https://www.solvay.com/sites/g/files/srpend616/files/2025-04/Solvay_AIR_2024_EN_BD.pdf,Chemicals
La Francaise des Jeux,FR0013451333,France,2025-05-07,TRUE,Deloitte & PwC,https://www.fdjunited.com/wp-content/themes/yagami-adveris/assets/pdf/FDJ_URD_2024_EN.pdf,Casinos & Gaming
Tessenderlo Group,BE0003555639,Belgium,2025-04-03,TRUE,KPMG,https://www.tessenderlo.com/en/media/1946/download?attachment,Chemicals
KBC Group,BE0003565737,Belgium,2025-03-31,TRUE,KPMG,https://wcmassets.kbc.be/content/dam/kbccom/doc/investor-relations/Results/jvs-2024/jvs-2024-gr-en.pdf.cdn.res/last-modified/1743057553613/jvs-2024-gr-en.pdf,Commercial Banks
Orange Belgium,BE0003735496,Belgium,2025-02-07,TRUE,Deloitte,https://corporate.orange.be/sites/default/files/Orange_BE_Annual_Report_2024_UK-911697590.pdf,Telecommunication Services
Cie d'Entreprises,BE0003883031,Belgium,2025-02-27,TRUE,EY,https://www.cfe.be/storage/media/1701/01UK_total_HR.pdf,Waste Management
bpost,BE0974268972,Belgium,2025-02-28,TRUE,EY,https://bpostgroup.com/sites/default/files/2025-03/24099_BPOST_jaarverslag_2024_ENG.pdf,Air Freight & Logistics
CEZ,CZ0005112300,Czech Republic,2025-04-30,TRUE,Deloitte,https://www.cez.cz/webpublic/file/edee/ospol/fileexport/investori/vz-2024/cez-group-annual-financial-report-2024.pdf,Electric Utilities & Power Generators
Moneta Money Bank,CZ0008040318,Czech Republic,2025-01-31,TRUE,Deloitte,https://investors.moneta.cz/documents/12270853/20117788/mmb-annual-financial-report-2024-en.pdf/49e938ab-6253-f175-f95c-957574a969bc?t=1742461452032,Commercial Banks
Amadeus Fire,DE0005093108,Germany ,2025-03-26,TRUE,PwC,https://group.amadeus-fire.de/wp-content/uploads/2025/04/Geschaeftsbericht-2024_EN-1.pdf,Professional & Commercial Services
Gaztransport Et Technigaz,FR0011726835,France,2025-04-25,TRUE,EY,https://gtt.fr/sites/default/files/GTT%20-%20Universal%20Registration%20Document%20-%202024.pdf,Engineering & Construction Services
Gofore,FI4000283130,Finland,2025-03-20,TRUE,EY,https://gofore.com/media/gofore-annual-report-2024.pdf,Software & IT Services
Grand City Properties,LU0775917882,Luxembourg,2025-03-17,TRUE,KPMG,https://www.grandcityproperties.com/grandcityproperties.com/Data_Objects/Downloads/Financial_Reports/FY_2024_Financials/GCP_FY_2024.pdf,Real Estate
Guerbet,FR0000032526,France,2025-03-26,TRUE,Forvis Mazars & Crowe HAF,https://www.guerbet.com/media/igwjfxp3/guerbet_deu-uk_2024-28-04-2025.pdf,Medical Equipment & Supplies
H Lundbeck,DK0061804770,Denmark,2025-02-05,TRUE,PwC,https://www.lundbeck.com/content/dam/lundbeck-com/masters/global-site/annual-reporting/2024/Lundbeck_Annual_Report_2024.pdf,Biotechnology & Pharmaceuticals
Hafslund,n.a.,Norway,2025-04-03,TRUE,PwC,https://cdn.sanity.io/files/b0ujrg14/production/5d14623941e9345609131a818fd7989abc4d4387.pdf,Electric Utilities & Power Generators
Helaba,n.a.,Germany,2025-04-02,TRUE,EY,https://www.helaba.com/media/docs/int/investor-relations/publications/annual-reports/annual-reports-2024/annual-report-2024.pdf,Commercial Banks
ICA Gruppen,SE0000652216,Sweden,2025-02-21,TRUE,KPMG,https://www.icagruppen.se/globalassets/xx.-arsredovisning-2024/250221_icagruppen_annual_report_2024.pdf,Food Retailers & Distributors
Ipsen,FR0010259150,France,2025-04-07,TRUE,PwC,https://www.ipsen.com/websites/ipsen_com_v2/wp-content/uploads/2025/04/17154159/2024-Universal-Registration-Document.pdf,Biotechnology & Pharmaceuticals
JDE Peet's,NL0014332678,Netherlands,2025-02-26,TRUE,Deloitte,https://www.jdepeets.com/siteassets/home/investors/annual-reports/jde-peets-annual-report-2024.pdf,Non-Alcoholic Beverages
Just Eat Takeaway.com,NL0012015705,Netherlands,2025-02-26,TRUE,EY,https://s205.q4cdn.com/266311280/files/doc_financials/2024/ar/AR2024_JET-com.pdf,Internet Media & Services
Jyske Bank,DK0010307958,Denmark,2025-02-26,TRUE,EY,https://jyskebank.com/wps/wcm/connect/jbc/db0d2cb1-8b88-4ddd-bbcc-b04dc5330d64/Jyske+Bank+Annual+Report+2024.pdf?MOD=AJPERES,Commercial Banks
Kendrion,NL0000852531,Netherlands,2025-02-28,TRUE,Forvis Mazars,https://www.kendrion.com/fileadmin/user_upload/Downloads/Investor_Relations/Annual_Reports/2024/28022025_Kendrion_Annual_Report_2024_-_final.pdf,Electrical & Electronic Equipment
Kitron Group,NO0003079709,Norway,2025-03-21,TRUE,PwC,https://kitron.com/storage/files/Annual-Reports/Kitron-Annual-Report-2024.pdf,Electronic Manufacturing Services & Original Design Manufacturing
Klepierre,FR0000121964,France,2025-02-12,TRUE,EY & Deloitte,https://www.klepierre.com/files/51e291c5/2024_universal_registration_document_19_mars.pdf,Real Estate
Kommunal Landspensjonkasse (KLP),n.a.,Norway,2025-03-24,TRUE,EY,https://www.klp.no/en/financial-information/_/attachment/inline/8bf48c1b-6d54-4c28-8d28-7fc5da886b05:cd4fccb689c70ab04e5e4e3f9e2b03440d0b608c/AnnualReport_2024_KLPGroup-KLP_.pdf,Insurance
Kongsberg Automotive,NO0003033102,Norway,2025-03-27,TRUE,Deloitte,https://www.kongsbergautomotive.com/globalassets/investor-relations/financial-reports/financial-reports-2024/kongsberg_automotive-annual_report_2024.pdf,Auto Parts
Kongsberg Gruppen,NO0003043309,Norway,2025-03-25,TRUE,EY,https://www.kongsberg.com/globalassets/kongsberg-asa/5.-investor-relations/1.3.-reports-and-presentations/1.3.1.-annual-report/annual-report-2024/annual-report-2024-eng.pdf,Aerospace & Defence
Koskisen,FI4000533005,Finland,2025-04-17,TRUE,PwC,https://storage.mfn.se/fa730a1d-5371-4ab3-a65a-61e3c7c59d29/koskisen-annual-report-2024.pdf,Forestry Management
Lagardere,FR0000130213,France,2025-03-20,TRUE,Forvis Mazars & Deloitte,https://www.lagardere.com/wp-content/uploads/2025/03/urd_lagardere-2024_vang.pdf,Media & Entertainment
Lamor Corp,FI4000512488,Finland,2025-04-07,TRUE,EY,https://storage.mfn.se/9c3c6a6b-5569-419d-b777-5290d8d5ba80/lamor-annual-report-2024-en.pdf,Engineering & Construction Services
Lectra,FR0000065484,France,2025-03-28,TRUE,PwC,https://www.lectra.com/sites/default/files/investors_files/LECTRA_-_Rapport_financier_annuel_2024_EN%20%285%29.pdf,Software & IT Services
Leroy Seafood Group,NO0003096208,Norway,2025-04-20,TRUE,PwC,https://www.leroyseafood.com/globalassets/02--documents/english/annual-reports/lsg-annual-report-2024.pdf,Food Retailers & Distributors
LHV Group,EE3100102203,Estonia,2025-03-04,TRUE,PwC,https://www.lhv.ee/assets/files/investor/LHV_Group_Annual_Report_2024-EN.pdf,Asset Management & Custody Activities
Lindex Group,FI0009000251,Finland,2025-03-10,TRUE,EY,https://www.lindex-group.com/wp-content/uploads/sites/5/2025/03/Lindex_Group_AR2024_ENG.pdf,Multiline and Specialty Retailers & Distributors
Luminor Bank,n.a.,Estonia,2025-03-26,TRUE,PwC,https://luminor.ee/s3fs-public/documents/luminor-bank-annual-report-2024.pdf,Commercial Banks
(M6) Metropole Television,FR0000053225,France,2025-03-17,TRUE,KPMG,https://www.groupem6.fr/app/uploads/sites/3/2025/04/2024-urd.pdf,Media & Entertainment
Modern Times Group (MTG),SE0018012494,Sweden,2025-04-03,TRUE,PwC,https://mb.cision.com/Main/56/4130091/3366010.pdf,Software & IT Services
Mowi,NO0003054108,Norway,2025-03-26,TRUE,EY,https://mowi.com/wp-content/uploads/2025/03/Mowi-Integrated-Annual-Report-2024.pdf,"Meat, Poultry & Dairy"
Natixis,FR0000120685,France,2025-03-20,TRUE,PwC & Forvis Mazars,https://natixis.groupebpce.com/wp-content/uploads/2025/03/Natixis_URD_2024_VA_.pdf,Investment Banking & Brokerage
Nexity,FR001011252,France,2025-04-15,TRUE,KPMG & Forvis Mazars,https://media.nexity.fr/upload/ged/pdf/NEX_2024_URD_EN_MEL_25_04_16.pdf?_gl=1*8k8rcg*_ga*OTUwMjgwOTYzLjE3NDc2NjI2NDk.*_ga_Q7MVVVK2EW*czE3NDc2NjI2NDkkbzEkZzEkdDE3NDc2NjI2NTgkajAkbDAkaDIxMzU5Njg4NzckZDZwZUZEcEV3Y0U1bzA4bUh1akxYaWhDZFlVYUJDbkJBOXc.,Home Builders
Noho Partners,FI4000064332,Finland,2025-03-18,TRUE,EY,https://www.noho.fi/wp-content/uploads/2025/04/3325144.pdf,Restaurants
Norbit,NO0010856511,Norway,2025-04-11,TRUE,PwC,https://norbit.com/media/NORBIT-ASA-Annual-Report-2024.pdf,Multiline and Specialty Retailers & Distributors
Nordic Semiconductor,NO0003055501,Norway,2025-03-20,TRUE,PwC,https://www.nordicsemi.com/-/media/Investor-Relations-and-QA/Annual-Reports/2024/Annual-Report-2024_v1.2.pdf,Semiconductors
Norwegian Air Shuttle,NO0010196140,Norway,2025-04-11,TRUE,PwC,https://www.norwegian.com/globalassets/ip/documents/about-us/company/investor-relations/reports-and-presentations/annual-reports/norwegian_annual_report_2024.pdf,Airlines
Novabase SGPS,PTNBA0AM0006,Portugal,2025-02-20,TRUE,EY,https://content.novabase.com/storage/uploads/reports-accounts-2024-no-esef.pdf,Software & IT Services
NTG Nordic Transport Group,DK0061141215,Denmark,2025-03-05,TRUE,PwC,https://ml-eu.globenewswire.com/Resource/Download/82d577de-4da3-4be2-b6d6-f697f2d72c72,Air Freight & Logistics
Nykredit Realkredit,n.a.,Denmark,2025-02-05,TRUE,EY,https://www.nykredit.com/siteassets/ir/files/financial-reporting/financial-reports/nykredit-realkredit/2024/nykredit_realkredit_group_q4_24_2025-02-05_en.pdf,Real Estate
OCI,NL0010558797,Netherlands,2025-03-14,TRUE,PwC,https://investors.oci-global.com/sites/default/files/2025-03/OCI-Annual-Report-2024_0.pdf,Chemicals
Odfjell Drilling,BMG671801022,Norway,2025-04-28,TRUE,KPMG,https://www.odfjelldrilling.com/wp-content/uploads/2025/04/odfjell-drilling-ltd-annual-report-2024.pdf,Oil & Gas – Services
Odjefell Shipping,NO0003399917,Norway,2025-04-04,TRUE,EY,https://reports.odfjell.com/pdf/reports/annual-report-2024,Marine Transportation
Olvi,FI0009900401,Finland,2025-03-21,TRUE,KPMG,https://news.alertir.com/afw/files/press/olvi/202503213882-1.pdf,Alcoholic Beverages
OP Financial Group,n.a.,Finland,2025-04-03,TRUE,PwC,https://www.op.fi/documents/485141/397285863/OP-Financial-Groups-Annual-Report-2024.pdf/2f855b3b-cc88-432c-c828-7bbce90e636a?t=1742815818786,Commercial Banks
Orano,n.a.,France,2025-02-19,TRUE,KPMG & PwC,https://cdn.orano.group/orano/docs/default-source/orano-doc/finance/publications-financieres-et-reglementees/2024/orano_annual-activity-report_2024_online.pdf?sfvrsn=258685c4_8,Electrical & Electronic Equipment
Oriola-KD,FI0009014351,Finland,2025-03-12,TRUE,KPMG,https://www.oriola.com/49406a/globalassets/investors/annual-reports/2024/oriola-annual-report-2024.pdf#page=1,Biotechnology & Pharmaceuticals
Orkla,NO0003733800,Norway,2025-03-28,TRUE,EY,https://s29.q4cdn.com/711870714/files/doc_financials/2024/ar/Orkla-Annual-Report-2024.pdf,Processed Foods
Outokumpu,FI0009002422,Finland,2025-03-04,TRUE,PwC,https://otke-cdn.outokumpu.com/-/media/files/investors/annual-reports/outokumpu-annual-report-2024.pdf?revision=84a3050e-ac7b-4dd0-9413-5714b2f0ab7e&modified=20250304071521&_gl=1*aqtpq5*_gcl_au*MTMyNjQzNDQ3NS4xNzQ3NjY1NjUz,Iron & Steel Producers
RHI Magnesita,NL0012650360,Netherlands,2025-02-24,TRUE,PwC,https://ir.rhimagnesita.com/wp-content/uploads/2025/02/rhim-ar2024-final.pdf,Construction Materials
Rubis,FR0013269123,France,2025-05-05,TRUE,PwC,https://www.rubis.fr/en/wp-content/uploads/sites/2/2025/05/RUB2024_URD_VA_MEL_25-05-05.pdf,Oil & Gas – Refining & Marketing
Ponsse,FI0009005078,Finland,2025-03-10,TRUE,KPMG,https://cdn-ponsse.contenthub.fi/api/v1/cdn/20689242,Industrial Machinery & Goods
Posten Bring (ex. Posten Norge),n.a.,Norway,2025-04-07,TRUE,Deloitte,https://www.postenbring.no/en/reports/_/attachment/inline/331af1b6-ea20-454d-8d67-c77631131bd7:43dadf3965b92a81b8ed21536efbe6c4ba965178/Annual%20report%202024_Posten%20Bring%20AS%20(office%20translation).pdf,Air Freight & Logistics
Publicis Groupe,FR0000130577,France,2025-04-30,TRUE,Grant Thornton,https://documents.publicisgroupe.com/urd2024/PBS2024_URD_EN_MEL.pdf,Advertising & Marketing
QT Group,FI4000198031,Finland,2025-02-28,TRUE,KPMG,https://www.qt.io/hubfs/_website/QtV2/QtV2%20Investors/2024/Annual%20Report/Qt-AnnualReport-2024-ENG.pdf?hsLang=en,Software & IT Services
Poste Italiane,IT0003796171,Italy,2025-04-30,TRUE,Deloitte,https://www.posteitaliane.it/files/1476637295199/Annual-Report-2024-ENG.pdf,Commercial Banks
Saab,SE0021921269,Sweden,2025-03-03,TRUE,PwC,https://www.saab.com/globalassets/cision/documents/2025/20250303-saab-publishes-its-2024-annual-and-sustainability-report-en-0-4999946.pdf,Aerospace & Defence
Sacyr,ES0182870214,Spain,2025-02-28,TRUE,PwC,https://sacyr.com/documents/d/sacyr-corp/ccaa-einf-2024-sacyr-group-eng,Engineering & Construction Services
SalMar,NO0010310956,Norway,2025-04-09,TRUE,EY,https://ml-eu.globenewswire.com/Resource/Download/1da20c9a-09bb-4d58-8e81-72f7942be36f,"Meat, Poultry & Dairy"
Sanoma,FI0009007694,Finland,2025-04-01,TRUE,PwC,https://www.sanoma.com/globalassets/sanoma-group/investors/reports-and-presentations/2025/sanoma-corporation-annual-report-2024.pdf,Media & Entertainment
Scanfil,FI4000029905,Finland,2025-03-28,TRUE,EY,https://www.scanfil.com/wp-content/uploads/2025/04/Scanfil_Annual_Report_2024_Web.pdf,Electrical & Electronic Equipment
Scatec Solar,NO0010715139,Norway,2025-04-01,TRUE,PwC,https://scatec.com/wp-content/uploads/sites/7/2025/04/Scatec-Annual-Integrated-Report-2024.pdf,Solar Technology & Project Developers
Schibsted,NO0003028904,Norway,2025-04-10,TRUE,PwC,https://kommunikasjon.ntb.no/ir-files/17847482/18490790/5926/Schibsted%20Annual%20report%202024.pdf,Media & Entertainment
Schouw & Co,DK0010253921,Denmark,2025-03-06,TRUE,PwC,https://www.schouw.com/media/ch1lqwy0/annual-report-2024-schouwco.pdf,Agricultural Products
Seche Environment,FR0000039109,France,2025-03-07,TRUE,Grant Thornton,https://www.groupe-seche.com/uploads/2025/03/seche_environnement_deu_2024_en.pdf,Waste Management
SGL Carbon,DE0007235301,Germany,2025-03-20,TRUE,KPMG,https://www.sglcarbon.com/news/user-upload/SGL_Carbon_AR_2024_EN_s.pdf,Chemicals
SIF Holding,NL0011660485,Netherlands,2025-03-19,TRUE,BDO,https://sif-group.com/en/investor-relations/download/10c63b0b-d1f4-4b74-87ac-fcb3fcf25c0c/sifannualreport2024pdfwebquality144.pdf,Wind Technology & Project Developers
Siili Solutions,FI4000043435,Finland,2025-02-13,TRUE,KPMG,https://www.siili.com/hubfs/Siili%20Solutions%20Plc%20Annual%20Report%202024.pdf,Software & IT Services
Sixt,DE0007231326,Germany,2025-03-28,TRUE,Forvis Mazars,https://about.sixt.com/wp-content/uploads/2025/04/Financial-Report-2024.pdf,Car Rental & Leasing
Sligro Food Group,NL0000817179,Netherlands,2025-03-27,TRUE,EY,https://www.sligrofoodgroup.nl/sites/default/files/pdf-jaarverslagen/2024/Sligro%20Food%20Group%20Annual%20report%202024.pdf,Restaurants
Smcp,FR0013214145,France,2025-04-16,TRUE,Deloitte,https://www.smcp.com/app/uploads/2025/04/smcp-2024-urd-en-mel.pdf,"Apparel, Accessories & Footwear"
Societe BIC,FR0000120966,France,2025-03-27,TRUE,Grant Thornton,https://mediabic.bic.com/image/upload/v1743083441/BIC_2024_URD_EN_BAT_MEL_d814d9e7f4.pdf,Household & Personal Products
SpareBank 1 SR-Bank,NO0010631567,Norway,2025-04-03,TRUE,PwC,https://www.sparebank1.no/content/dam/SB1/bank/sr-bank/om-oss/Investor/Rapporter/2024/SpareBank1Soer-Norge_Annual_report_2024.pdf,Commercial Banks
SPIE,FR0012757854,France,2025-04-03,TRUE,PwC,https://www.spie.com/sites/www.spie.com/files/2025-04/SPI2024_URD_EN_MEL_250415_21h.pdf,Engineering & Construction Services
